AvgTN,盐度1,pH1,溶解氧,导电率,蜕壳数,死亡数
0.978873239,0.7857142860000002,0.8208955220000002,-1.4631285683134765e-17,-1.7213277274276194e-18,-4.3033193185690484e-19,-0.2468515912484773
0.9759197536309951,0.7066582494142439,0.7653259189541813,0.05986978668656521,0.006060419436863197,0.16081673327379142,-0.2022147017810532
0.9683192237596806,0.6578360317116234,0.7250255239599368,0.1167050012277299,0.011407556978419246,0.29465914938288235,-0.16213229448490657
0.9572096824732923,0.6339348314879248,0.6976729369690883,0.17057474515026777,0.016069955793467424,0.40393514155463184,-0.12636273346506877
0.9437291628590673,0.629641847338935,0.6809467579334573,0.2215481199809525,0.02007615905080702,0.4910526030163991,-0.09466438282657093
0.9290156980042404,0.6396442778604399,0.6725255868048647,0.269694227246558,0.023454709919237336,0.5584194269955431,-0.06679560667444392
0.9142073209960487,0.6586293216482264,0.6700880235351327,0.3150821684738579,0.026234151567557637,0.6084435067194234,-0.04251476911371897
0.900442064921728,0.6812841772980807,0.6713126680760824,0.3577810451896258,0.028443027164567206,0.6435327354153985,-0.021580234249427097
0.8888579628685142,0.7022960434057893,0.673878120379535,0.39785995892063547,0.030109879879065334,0.666095006310828,-0.0037503661865993824
0.8805930479236437,0.716352118567139,0.6754629803973122,0.43538801119366083,0.03126325287985132,0.6785382126330708,0.01121647096973308
0.8767853531743524,0.7181396013779157,0.6737458480812354,0.47043430353547533,0.03193168933572443,0.6832702476094861,0.023561913114539222
0.8784601703118982,0.702788262179352,0.666565705336177,0.503067937472853,0.03214373241548398,0.6826251642349728,0.033527596142787976
0.8849833721049053,0.6719419997092931,0.654122165185972,0.5333580145325674,0.03192792528792922,0.6778501753253381,0.041355155949448275
0.8944573409149053,0.6322046047662474,0.6384122377630526,0.5613736362413925,0.03131281112185947,0.669364967794644,0.047286228429489
0.9049527524637556,0.5903043340801685,0.6214780379526472,0.5871839041261016,0.030326933086073968,0.6575684622215375,0.05156244947787911
0.9145402824733144,0.5529694443810103,0.6053616806399861,0.6108579197134686,0.028998834349372067,0.6428595791846659,0.05442545498958751
0.9213318932937578,0.5268162398131793,0.5920883783090991,0.6324647845302671,0.027357058080552967,0.6256726479181891,0.05611688085958312
0.9249868468273226,0.5142653758928735,0.5830498919157945,0.6520736001032713,0.025430147448416027,0.6077690083385747,0.0568783629828349
0.9271416341972534,0.5123760646732417,0.5788285212678921,0.6697534679592545,0.023246645621760504,0.592605731673109,0.056951537254311714
0.9295616427414672,0.5178580039678945,0.5799537971382442,0.6855734896249908,0.0208350957693857,0.5837504344236194,0.056578039568982524
0.9340122597978824,0.5274208915904426,0.5869552502997039,0.6996027666272533,0.018224041060090866,0.5847707330919338,0.055999505821816245
0.9422532386232539,0.5377798807617546,0.6003553438518296,0.7119104004928164,0.015442024662675346,0.5992230604072932,0.055457150124981015
0.954967591955275,0.5466927184946619,0.6193258237156428,0.7225654927484533,0.012517589745938343,0.628526495952353,0.05511157883602366
0.9704913546100797,0.554189699892801,0.6400942692834846,0.7316371449209382,0.009479279478679213,0.6694413175308794,0.05494769709473849
0.9868514081022713,0.56060046916689,0.6585004425787148,0.7391944585370449,0.006355637029697233,0.7181141269772626,0.054927265975075856
1.0020746339464544,0.566254670527647,0.6703841056246935,0.7453065351235465,0.0031752055677916387,0.7706915261258921,0.055012046550986085
1.0141879141346175,0.5714819482076903,0.6715850224617239,0.7500424762072169,-3.3471738238208606e-05,0.8233201172217112,0.05516379989641948
1.021653825508968,0.5766319338814438,0.659783758690673,0.7534713833148303,-0.0032418517195930852,0.8725212019583669,0.05534428708532637
1.0246241115459023,0.5821317495121996,0.639797573345244,0.7556623579731602,-0.006421391207473693,0.9162687726139409,0.0555152691916571
1.0236598140240545,0.5884272935670185,0.6181730021607574,0.7566845017089799,-0.009543547033080718,0.9528888197702071,0.05563850728936197
1.0193219747220597,0.5959644645129616,0.6014565808725343,0.7566069160490638,-0.012579776027614897,0.9807073340089392,0.05567576245239133
1.012171635418552,0.6051891608170898,0.5961948452158943,0.7554987025201854,-0.015501535022276938,0.9980503059119106,0.05558879575469548
1.0028702786780632,0.6165913101005682,0.607520149831155,0.7534289626491181,-0.018280280848267574,1.0035629288519812,0.05535536949355628
0.9927926217946588,0.6309734930720341,0.6305226831032152,0.7504667979626358,-0.020887470336787478,0.9981570701864143,0.055066871403303984
0.9836220191791958,0.6492735843952255,0.6559471001569063,0.7466813099875125,-0.023294560319037413,0.9837254520938761,0.05486385820266167
0.9770430596081305,0.6724299998295391,0.6745206765587685,0.7421416002505214,-0.025473007626218055,0.9621647195911581,0.054887083257157195
0.9747403318579182,0.7013811551343705,0.6769706878753421,0.736916770278437,-0.027394269089530146,0.9353715176950502,0.05527729993231839
0.9782370860220694,0.7367486148172638,0.6548247878286501,0.7310759215980327,-0.02902980154017438,0.9052332824471994,0.05616695210175181
0.9867765787259485,0.7746762894753058,0.6109213519913915,0.7246881557360818,-0.030351061809351473,0.8735073112095798,0.05757105620654582
0.9979130808573348,0.8079911093289908,0.5564775728734533,0.7178225742193585,-0.03132950672826213,0.8418544965180388,0.059417640167209525
1.0091610720482938,0.8294418589925917,0.5029080417193026,0.7105482785746362,-0.031936593128107114,0.8119334596819667,0.0616326825189971
1.0180350319308913,0.8317773230803812,0.4616273497734082,0.702934370328689,-0.032143777840087095,0.7854028220107556,0.06414216179716264
1.0220991596196332,0.8079881287953472,0.4437813060800555,0.6950499510082904,-0.03192251769540276,0.7637983538347449,0.06687205653696027
1.0206729508370982,0.7596029140924758,0.4510266328882759,0.6869641221402141,-0.031244269525254886,0.7443186945198301,0.06974834527364411
1.0152583877070656,0.6987662392009919,0.4732215889878765,0.678745985251234,-0.030080490160844187,0.7187698168554494,0.07269700654246826
1.0074938826131297,0.6382862804135541,0.4994868948113628,0.6704646418681236,-0.028402636433371292,0.6786205905445228,0.07564401887868688
0.9990178479388861,0.5909712140228212,0.51894327079124,0.6621891935176571,-0.026182165174037042,0.6153398852899703,0.07851536081755406
0.9914642518429138,0.5695913663527326,0.520747487078551,0.6539887417266075,-0.02339053321404204,0.5204501677568256,0.0812370108943239
0.9857162475945825,0.580522626008824,0.5001466142327645,0.6459323880217493,-0.01999919738458704,0.3945286660200545,0.0837349476442506
0.9810672645569024,0.616601738120973,0.4652829068265163,0.6380892339298556,-0.015979614516872756,0.25732453839551095,0.08593514960258819
0.9766082801515601,0.6689412327716848,0.42594082599847055,0.6305283809777005,-0.011303241442099932,0.13102849577347342,0.08776359530459082
0.971430271800242,0.7286536400434646,0.3919048328872918,0.6233189306920576,-0.005941534991469308,0.03783124904422121,0.08914626328551263
0.9646242181312161,0.7868514962945714,0.37295936493348547,0.6165299845002535,0.00013404784359023224,-7.655723601101376e-05,0.09000913208060775
0.9554230460399235,0.8353856487836187,0.3761008897691803,0.6102189443937232,0.006933200011718957,0.031691853106800526,0.09027818022513026
0.9435930915407373,0.8688813482522582,0.3978493222040552,0.6043992485599351,0.014394780248082273,0.11819810391539205,0.08987938625433428
0.929025961547285,0.8826154128917365,0.432264163180517,0.5990740103061456,0.02244101190366266,0.23761681978011687,0.08873872870347399
0.9116132629731941,0.8718646608933011,0.4734049136409725,0.5942463429396108,0.03099411832944287,0.3681226252913285,0.08678218610780344
0.891246602732091,0.8319059104481982,0.5153310745278284,0.5899193597675862,0.03997632287640547,0.48789014503938,0.08393573700257678
0.8681060466357765,0.7596176838285744,0.5524714845290607,0.5860961740973284,0.04930984889553305,0.5775429030889461,0.0801463261585587
0.844353397155035,0.6628823437638158,0.5817923634104251,0.5827798992360931,0.058916919737808215,0.6345285668858751,0.0755049381309525
0.8229831448127731,0.5542058574539879,0.6013260902064005,0.5799736484911365,0.0687197587542136,0.6633639889350681,0.07016308025279303
0.8069926545466314,0.4461101526461879,0.6091087243019948,0.5776805351697143,0.07864058929573195,0.66859042436093,0.06427246877996903
0.7993792912942518,0.3511171570875162,0.6031763250822147,0.5759036725790831,0.08860163471334573,0.6547491282878646,0.0579848199683694
0.8028288307712604,0.2810076300574991,0.5818170400205418,0.5746461740264985,0.09852511835803764,0.6264115274762405,0.05146070031107224
0.8157969134152074,0.23750022771989512,0.5467413644795817,0.5739111528192168,0.10833326358079025,0.5885586588162673,0.044980827121236425
0.8336905907154477,0.21506201395173033,0.5021262236795712,0.573701722264494,0.11794829373258622,0.5464667584844243,0.038912508432680085
0.8518496108893808,0.20799996024103523,0.4522029938678574,0.5740209956695859,0.12729243216440808,0.5054185797305575,0.03362496393045427
0.8656137221544062,0.21062103807584032,0.40120305129178724,0.5748720863417484,0.13628790222723858,0.4706968758045135,0.029487413299610018
0.8704319877751414,0.21730054284224837,0.3533155573040495,0.5762581075882383,0.1448569272720603,0.4474633556471842,0.02686361642736934
0.8653946132679288,0.2246895502366281,0.31132354994215156,0.5781821727163108,0.1529217306498557,0.43684789947244784,0.025935474426091676
0.8539970969801748,0.23219252431339493,0.27630884698585584,0.5806473950332225,0.16040453571160765,0.43510241652812776,0.026664863728576398
0.8399988233169582,0.23937886272545805,0.2492513596392992,0.583656887846229,0.16722756580829862,0.43818661561657596,0.02900048083895386
0.8271591766833583,0.24581796312572646,0.23113099910661766,0.5872137644625867,0.17331304429091127,0.44206020554014386,0.0328910222613544
0.8192266866732617,0.2510765976389041,0.22292215173592692,0.5913211381895515,0.1785831945104282,0.44269654848910356,0.038285184499908365
0.818318358272755,0.25432691025665527,0.2247687943552984,0.5959821223343795,0.1829602398178321,0.43812116932876255,0.045131664058746065
0.8231951514506542,0.2539292951672822,0.23510675197044442,0.6011998302043267,0.18636640356410547,0.4305808901621469,0.05337915744199785
0.8322049316969621,0.24814422854242735,0.2521615937403411,0.6069773751066491,0.18872390910023107,0.42284213118270064,0.06297636115379407
0.8436955645016818,0.23523218655373332,0.2741588888239647,0.6133178703486024,0.18995497977719134,0.41767131258386764,0.07387197169826505
0.8560149221815049,0.2134536840406212,0.2993241816562845,0.6202244289574612,0.1899818398573963,0.4178348267605571,0.08601468557954102
0.8677561804559081,0.182458685122668,0.3249946089435034,0.6276901033719801,0.1887594639208328,0.4251001813514551,0.09935319930175249
0.878406012533213,0.1469581087558053,0.34527135523741775,0.6356713011638767,0.18636211688827237,0.43759652834587953,0.11383620936902974
0.8876544655029198,0.11281482568137491,0.3535190522095274,0.6441160889649925,0.18289121601151717,0.45262487357856535,0.12941241228550313
0.8951915864545283,0.08589170664071848,0.34310233153133246,0.6529725334071688,0.17844817854236977,0.4674862228842474,0.14603050455530292
0.9007074224775379,0.0720516223751776,0.3073858248743326,0.6621887011222465,0.17313442173263247,0.47948158209766045,0.16363918268255953
0.9039977139529674,0.07582233682568146,0.24218269661911992,0.6717126587420671,0.1670513628341076,0.4864251280027433,0.1818640045760352
0.9055608502638516,0.09285582392401723,0.15958395659632488,0.6814924728984723,0.1603004190985976,0.4895425978537423,0.19818230276248683
0.9061818609998249,0.11518324795925347,0.07832103534363594,0.6914762102233029,0.15298300777790474,0.491451448519145,0.20919505789803314
0.9066466212968529,0.13482509236605528,0.017144951660413757,0.7016119373484,0.14520054612383146,0.4947732422350325,0.21150066553003005
0.9077410062909017,0.1438018405790879,-0.005193275653981033,0.7118477209056052,0.13705445138818004,0.5021295412374859,0.20169752120583345
0.9101797498084304,0.13480634764962693,0.0282408286875504,0.7221316275267596,0.12864614082275297,0.5158124596305487,0.17685556327093532
0.9137492332879125,0.1093055241000234,0.11067691194477874,0.7324117238437047,0.1200770316793525,0.5338150065085845,0.14019808718112478
0.9175849845587094,0.07491763606260793,0.2187255303140311,0.7426360764882816,0.11144854120978118,0.5511161544344605,0.0992624126088621
0.9208090933930557,0.03938795559999691,0.3286541086146105,0.7527527520923314,0.10286208666584112,0.5626326457021621,0.06167493010685782
0.9225436495631848,0.010461754774806662,0.41673007166582027,0.7627098172876959,0.09441908529933492,0.5632812226056749,0.03506203022782245
0.921935843589888,-0.004289272787612407,0.459814318933967,0.7724553387062159,0.08622095436206473,0.54813071560144,0.026830393159075545
0.9189228443632819,-0.0027563466697426257,0.4534457639215179,0.7819373829797325,0.07836911110583311,0.5170365199089042,0.03747190785062921
0.9143718657105596,0.010737802294581834,0.41515302651218716,0.7911040167400876,0.07096497278244232,0.4754892740613664,0.05933764974300623
0.9092034696971025,0.03150152583488845,0.3637260764954196,0.799903306619122,0.06410995664369476,0.4293028593630591,0.08431172968089828
0.9043382183882914,0.05484317568070473,0.3179548836606598,0.8082833192486771,0.057905479941392814,0.3842911571182152,0.10427825850899695
0.9006922738653149,0.0760861346516301,0.2965561700093216,0.8161921212605943,0.05245295992733884,0.3462502575847006,0.11115335511200004
0.8985899896672388,0.09257550362617857,0.3083946524567307,0.8235777792867145,0.0478538138533352,0.3185833121480756,0.10115829736183914
0.8971729126676052,0.10569705107329518,0.34264452901693027,0.8303883599588793,0.04420945897118425,0.2999108713240235,0.07911878564854356
0.8954419084996494,0.11731713636900962,0.38613803709277106,0.8365719299089297,0.04162131253268836,0.28828465029623407,0.050883917395022585
0.8923978427966075,0.12930211888935095,0.4257074140871021,0.8420765557687074,0.04019079178964985,0.2817563642483985,0.022302790024186524
